eprint_id,publication_doi,publication_date_year,related_link,related_link_description,linkType,related_url_homepage,related_url_homepage_test,related_doi_prefix,related_doi_owner,related_link_scraped,browser_test,browser_test_notes
113921,10.1016/j.molmet.2022.101522,2022,https://ars.els-cdn.com/content/image/1-s2.0-S2212877822000916-mmc1.zip,Supplementary data,ZIP,https://ars.els-cdn.com,FALSE,NA,NA,https://ars.els-cdn.com/content/image/1-s2.0-S2212877822000916-mmc1.zip,TRUE,
102324,10.1126/science.aay2790,2020,http://files.ipd.uw.edu/pub/de_novo_logic_2019/190522_native_ms_raw.zipR,Raw data from nMS experiments,ZIPR,http://files.ipd.uw.edu,FALSE,NA,NA,http://files.ipd.uw.edu/pub/de_novo_logic_2019/190522_native_ms_raw.zipR,FALSE,
108622,10.1038/s41587-021-00870-2,2021,https://github.com/bustools/getting_started/releases/download/getting_started/SRR8599150_S1_L001_R1_001.fastq.gz,Data,GZ,https://github.com,FALSE,NA,NA,https://github.com/bustools/getting_started/releases/download/getting_started/SRR8599150_S1_L001_R1_001.fastq.gz,TRUE,
108622,10.1038/s41587-021-00870-2,2021,https://github.com/bustools/getting_started/releases/download/getting_started/SRR8599150_S1_L001_R2_001.fastq.gz,Data,GZ,https://github.com,FALSE,NA,NA,https://github.com/bustools/getting_started/releases/download/getting_started/SRR8599150_S1_L001_R2_001.fastq.gz,TRUE,
116260,10.5194/acp-22-9617-2022,2022,https://www.leos.le.ac.uk/data/GHG/GOSAT/v9.0/CH4_GOS_OCPR_v9.0_final_nceo_2009_2021.tar.gz,GOSAT methane data in Fig. 2,GZ,https://www.leos.le.ac.uk,FALSE,NA,NA,https://www.leos.le.ac.uk/data/GHG/GOSAT/v9.0/CH4_GOS_OCPR_v9.0_final_nceo_2009_2021.tar.gz,TRUE,
101743,10.1038/s41586-021-03969-3,2021,https://caltech.box.com/shared/static/dzqt6ryytmjbgyai356s1z0phtnsbaol.gz,MERFISH data,GZ,https://caltech.box.com,FALSE,NA,NA,https://caltech.box.com/shared/static/dzqt6ryytmjbgyai356s1z0phtnsbaol.gz,TRUE,
110009,10.1038/s41588-021-00896-x,2021,http://mccarthy.well.ox.ac.uk/publications/2019/EggBirthWeight_NatureGenetics/Fetal_BW_European_meta.NG2019.txt.gz,Datasets,GZ,http://mccarthy.well.ox.ac.uk,FALSE,NA,NA,http://mccarthy.well.ox.ac.uk/publications/2019/EggBirthWeight_NatureGenetics/Fetal_BW_European_meta.NG2019.txt.gz,FALSE,
110009,10.1038/s41588-021-00896-x,2021,http://mccarthy.well.ox.ac.uk/publications/2019/EggBirthWeight_NatureGenetics/Maternal_BW_European_meta.NG2019.txt.gz,Datasets,GZ,http://mccarthy.well.ox.ac.uk,FALSE,NA,NA,http://mccarthy.well.ox.ac.uk/publications/2019/EggBirthWeight_NatureGenetics/Maternal_BW_European_meta.NG2019.txt.gz,FALSE,
110009,10.1038/s41588-021-00896-x,2021,https://egg-consortium.org/downloads/EGG-GWAS-BL.txt.gz,Datasets,GZ,https://egg-consortium.org,FALSE,NA,NA,https://egg-consortium.org/downloads/EGG-GWAS-BL.txt.gz,FALSE,connection not private warning
106266,10.1029/2020JC016814,2021,ftp://ssh.roammiz.com,Data - giddy 2020,FTP,NA,NA,NA,NA,ftp://ssh.roammiz.com,TRUE,
104501,10.1126/scisignal.abb6707,2020,ftp://massive.ucsd.edu/MSV000085641,Data,FTP,NA,NA,NA,NA,ftp://massive.ucsd.edu/MSV000085641,TRUE,
97594,10.1038/s41586-019-1673-6,2019,ftp://ftp.gps.caltech.edu/pub/avouac/Cascadia_SSE_Nature/Data_for_Nature/,Data,FTP,NA,NA,NA,NA,ftp://ftp.gps.caltech.edu/pub/avouac/Cascadia_SSE_Nature/Data_for_Nature/,TRUE,
90629,10.1029/2018gl079031,2018,ftp://fluo.gps.caltech.edu/data/tropomi,TROPOMI SIF Data,FTP,NA,NA,NA,NA,ftp://fluo.gps.caltech.edu/data/tropomi,TRUE,
69587,10.1002/2016GC006434,2016,ftp://ftp.earthbyte.org/Data_Collections/Zahirovic_etal_Sundaland_DynamicTopography.zip,Data,FTP,NA,NA,NA,NA,ftp://ftp.earthbyte.org/Data_Collections/Zahirovic_etal_Sundaland_DynamicTopography.zip,TRUE,
69587,10.1002/2016GC006434,2016,ftp://ftp.earthbyte.org/Data_Collections/Muller_etal_2016_AREPS/Muller_etal_AREPS_Supplement.zip,Data,FTP,NA,NA,NA,NA,ftp://ftp.earthbyte.org/Data_Collections/Muller_etal_2016_AREPS/Muller_etal_AREPS_Supplement.zip,TRUE,
65831,10.1016/j.epsl.2016.01.028,2016,ftp://ftp.ncdc.noaa.gov/pub/data/paleo/speleothem/pacific/gunung-mulu2016.txt,Data,FTP,NA,NA,NA,NA,ftp://ftp.ncdc.noaa.gov/pub/data/paleo/speleothem/pacific/gunung-mulu2016.txt,TRUE,
114329,10.1093/gji/ggab435,2022,ftp://geodesia.inegi.org.mx/,COLI and INEG data from 2001 to 2020,FTP,NA,NA,NA,NA,ftp://geodesia.inegi.org.mx/,FALSE,Login failed
114328,10.1093/gji/ggab436,2022,ftp://geodesia.inegi.org.mx/,COLI and INEG data from 2001 to 2020,FTP,NA,NA,NA,NA,ftp://geodesia.inegi.org.mx/,FALSE,Login failed
113975,10.1016/j.rse.2021.112858,2022,ftp://fluo.gps.caltech.edu/data/tropomi/ungridded/,TROPOMI SIF data,FTP,NA,NA,NA,NA,ftp://fluo.gps.caltech.edu/data/tropomi/ungridded/,TRUE,
113495,10.1029/2021ms002747,2022,ftp://fluo.gps.caltech.edu/data,TROPOMI and OCO-2 SIF data,FTP,NA,NA,NA,NA,ftp://fluo.gps.caltech.edu/data,TRUE,
113200,10.1038/s41467-022-28139-5,2022,ftp://ftp.uniprot.org/pub/databases/uniprot/previous_releases/release-2019_04/knowledgebase/,Uniprot database UP000005640_9606.fasta,FTP,NA,NA,NA,NA,ftp://ftp.uniprot.org/pub/databases/uniprot/previous_releases/release-2019_04/knowledgebase/,TRUE,
112331,10.1029/2021av000469,2021,ftp://fluo.gps.caltech.edu/data/tropomi/ungridded/SIF740nm,TROPOMI L2 SIF data,FTP,NA,NA,NA,NA,ftp://fluo.gps.caltech.edu/data/tropomi/ungridded/SIF740nm,TRUE,
110170,10.5194/acp-21-9545-2021,2021,ftp://aftp.cmdl.noaa.gov/data/trace_gases/ch4/flask/surface/,NOAA-ESRL Global Greenhouse Gas Reference Network data,FTP,NA,NA,NA,NA,ftp://aftp.cmdl.noaa.gov/data/trace_gases/ch4/flask/surface/,TRUE,
109468,10.1029/2020jg006136,2021,ftp://fluo.gps.caltech.edu/data/tropomi/,TROPOMI SIF data,FTP,NA,NA,NA,NA,ftp://fluo.gps.caltech.edu/data/tropomi/,TRUE,
108255,NA,2021,ftp://ftp.sron.nl/open-access-data-2/TROPOMI/tropomi/hdo/9_1,TROPOMI HDO data set,FTP,NA,NA,NA,NA,ftp://ftp.sron.nl/open-access-data-2/TROPOMI/tropomi/hdo/9_1,FALSE,
106838,NA,2020,ftp://159.226.119.161/data/NECsaids/RF2020,Waveforms of the NECsaids data,FTP,NA,NA,NA,NA,ftp://159.226.119.161/data/NECsaids/RF2020,FALSE,
106838,NA,2020,ftp://159.226.119.161/data/NECsaids/RF2020,"Raw multi-frequency (with Gaussian low-pass filters of 0.5, 0.75, 1.0 or 1.5) receiver function waveform data",FTP,NA,NA,NA,NA,ftp://159.226.119.161/data/NECsaids/RF2020,FALSE,
105752,10.1111/gcb.15373,2021,ftp://fluo.gps.caltech.edu/data/tropomi,TROPOMI SIF data,FTP,NA,NA,NA,NA,ftp://fluo.gps.caltech.edu/data/tropomi,TRUE,
105752,10.1111/gcb.15373,2021,ftp://ext-catdscecsm:catds2010@ftp.ifremer.fr/Land_products,SMOS-IC soil moisture data,FTP,NA,NA,NA,NA,ftp://ext-catdscecsm:catds2010@ftp.ifremer.fr/Land_products,TRUE,
105028,10.1029/2020gl087541,2020,ftp://fluo.gps.caltech.edu/data/tropomi,TROPOMI SIF data,FTP,NA,NA,NA,NA,ftp://fluo.gps.caltech.edu/data/tropomi,TRUE,
