eprint_id,record_doi,related_url,description,type,date,related_url_short,related_url_doi,year,doi_name
100811,NA,10.22002/d1.1336,Data,doi,2020-09-21,NA,10.22002,2020,caltech.data
100811,NA,10.22002/D1.1331,Data,doi,2020-09-21,NA,10.22002,2020,caltech.data
100811,NA,10.5281/zenodo.3953312,Data,doi,2020-09-21,NA,10.5281,2020,cern.zenodo
100792,10.1038/s41467-021-25500-y,https://osf.io/4mvyt,Data,related,2021-08-27,https://osf.io,NA,2021,NA
100792,10.1038/s41467-021-25500-y,https://osf.io/xeb6w,Data,related,2021-08-27,https://osf.io,NA,2021,NA
100792,10.1038/s41467-021-25500-y,https://www.chicagofaces.org,Chicago Face Database,related,2021-08-27,https://www.chicagofaces.org,NA,2021,NA
100792,10.1038/s41467-021-25500-y,https://figshare.com/articles/dataset/Face_Research_Lab_London_Set/5047666,London Face Database,related,2021-08-27,https://figshare.com,NA,2021,NA
100792,10.1038/s41467-021-25500-y,https://sirileknes.com/oslo-face-database,Oslo Face Database,related,2021-08-27,https://sirileknes.com,NA,2021,NA
100766,NA,10.5281/zenodo.3541572,Data,doi,2020-01-17,NA,10.5281,2020,cern.zenodo
100681,10.1038/s41467-019-14015-2,10.15479/AT:ISTA:7154,Data,doi,2020-01-13,NA,10.15479,2020,ist.rex
100560,NA,10.1594/IEDA/111467,Data,doi,2020-02,NA,10.1594,2020,pangaea.repository
100504,10.7554/elife.50149,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE134917,Dataset,doi,2019-11-21,https://www.ncbi.nlm.nih.gov,NA,2019,NA
100491,10.7554/elife.51163,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE136175,Data,related,2019-12-23,https://www.ncbi.nlm.nih.gov,NA,2019,NA
100470,NA,10.26190/5dc23d4b7e739,Data,doi,2019-12-16,NA,10.26190,2019,unsw.repo
100469,NA,10.3334/ORNLDAAC/1581,Data,doi,2020-01-16,NA,10.3334,2020,ORNL Environmental Sciences Division
100468,NA,10.5281/zenodo.3560099,Data,doi,2019-12,NA,10.5281,2019,cern.zenodo
100446,NA,https://osf.io/zumwt/?view_only=4f11ca10ed5947c1be1ecdea57cfdff3,Data,related,2020-04,https://osf.io,NA,2020,NA
100442,NA,10.6084/m9.figshare.15152391.v2,Data,doi,2019-12-31,NA,10.6084,2019,figshare.ars
100434,NA,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE104247,Data/Code,related,2020-07,https://www.ncbi.nlm.nih.gov,NA,2020,NA
100431,NA,10.22002/D1.1315,Data,doi,2019-12-20,NA,10.22002,2019,caltech.data
100403,NA,https://rda.ucar.edu/datasets/ds628.0,reanalysis products - NCAR Research Data Archive,related,2020-03,https://rda.ucar.edu,NA,2020,NA
100381,10.1073/pnas.1911225116,10.6084/m9.figshare.10060241,Data,doi,2020-01-07,NA,10.6084,2020,figshare.ars
100360,NA,10.1371/journal.pgen.1008525.s007,S1 Dataset,doi,2019-12-12,NA,10.1371,2019,Public Library of Science (PLoS)
100357,NA,10.7910/DVN/YYNJSX,Dataset,doi,2020-01,NA,10.7910,2020,gdcc.harvard-dv
100340,NA,10.17605/OSF.IO/4FN73,Data,related,2019-12-05,NA,10.17605,2019,cos.osf
100337,10.1038/s41467-019-13262-7,10.22002/D1.1296,Data,doi,2019-12-18,NA,10.22002,2019,caltech.data
100306,NA,10.17632/gd98hf4bj9.1,Data set,doi,2019-11,NA,10.17632,2019,bl.mendeley
100256,10.1029/2019jd031159,https://figshare.com/articles/A_Multi‐Year_Data_Set_on_Aerosol‐Cloud‐Precipitation‐Meteorology_Interactions_for_Marine_Stratocumulus_Clouds/5099983,Data,related,2019-11-27,https://figshare.com,NA,2019,NA
100208,NA,10.17603/DS2XW9R,Data,doi,2019-08,NA,10.17603,2019,tdl.tacc
100164,10.1038/s41598-019-53190-6,https://ecco.jpl.nasa.gov/drive/files/ECCO2/High_res_PIG,Data,related,2019-11-22,https://ecco.jpl.nasa.gov,NA,2019,NA
100157,10.3847/1538-4357/ab4efd,https://github.com/lluism/BALs,Data,related,2019-12-01,https://github.com,NA,2019,NA
100147,NA,10.5281/zenodo.3733595,Data,doi,2020-05-07,NA,10.5281,2020,cern.zenodo
100146,NA,10.22002/D1.1211,Data,doi,2019-08,NA,10.22002,2019,caltech.data
100146,NA,10.22002/D1.1212,Data,doi,2019-08,NA,10.22002,2019,caltech.data
100076,10.1038/s41467-021-25443-4,https://github.com/markusmeister/Electrode-Pooling-Data-and-Code,Data/Code,related,2021-09-02,https://github.com,NA,2021,NA
100076,10.1038/s41467-021-25443-4,10.22002/D1.2032,Data/Code,doi,2021-09-02,NA,10.22002,2021,caltech.data
100049,NA,http://marimba.obs-vlfr.fr,Marimba Database,related,2020-11,http://marimba.obs-vlfr.fr,NA,2020,NA
100016,NA,10.22002/d1.1304,Data,doi,2019-12,NA,10.22002,2019,caltech.data
99972,10.1172/jci130720,https://www.jci.org/articles/view/130720/sd/1,Supplemental Data,pub,2019-11-01,https://www.jci.org,NA,2019,NA
99915,10.1073/pnas.1908857116,10.22002/D1.1292,Data,doi,2019-12-03,NA,10.22002,2019,caltech.data
99896,10.1038/s41561-019-0485-5,https://github.com/xuejianust/NGsulfate/blob/master/NG.zip,Data,related,2019-12,https://github.com,NA,2019,NA
99893,10.1038/s41467-020-17977-w,10.17605/OSF.IO/B95W2,Data,doi,2020-08-21,NA,10.17605,2020,cos.osf
99891,NA,https://scholarworks.smith.edu/bl_ds_gbr/,Data associated with the developmental timecourse analysis of the glial bridge and post-optic commissure,related,2020-04-15,https://scholarworks.smith.edu,NA,2020,NA
99891,NA,https://scholarworks.smith.edu/bl_ds_ros/,Data associated with the analysis of the role of S1a,related,2020-04-15,https://scholarworks.smith.edu,NA,2020,NA
99888,10.1104/pp.19.00980,http://www.plantphysiol.org/content/182/1/147/tab-figures-data,Supplemental Data,pub,2020-01,http://www.plantphysiol.org,NA,2020,NA
99799,10.1016/j.icarus.2019.113526,https://data.mendeley.com/datasets/b39x2kfbj4/1,Data,related,2020-03-15,https://data.mendeley.com,NA,2020,NA
99672,NA,10.7910/DVN/YZRJWD,Data,doi,2019-10-31,NA,10.7910,2019,gdcc.harvard-dv
99667,10.1038/s41598-019-51862-x,http://healthpolicy.ucla.edu/chis/data/Pages/GetCHISData.aspx,Data,related,2019-11-05,http://healthpolicy.ucla.edu,NA,2019,NA
99592,NA,https://github.com/WormLabCaltech,Data/Code,related,2020-07-16,https://github.com,NA,2020,NA
99560,NA,10.7910/DVN/FTYHPJ,Data,doi,2020-02,NA,10.7910,2020,gdcc.harvard-dv
99516,NA,10.5061/dryad.k6t1rj8,Data,doi,2019-10-24,NA,10.5061,2019,dryad.dryad
99276,10.1029/2019JE005974,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi%3A10.7910%2FDVN%2FOPL QCL,Data,related,2019-11,https://dataverse.harvard.edu,10.7910,2019,gdcc.harvard-dv
99256,NA,10.1101/803239,Data,doi,2019-09-17,NA,10.1101,2019,Cold Spring Harbor Laboratory
99240,10.1016/j.pocean.2019.102202,https://doi.org/10/cqc6,Data,doi,2019-11,https://doi.org,NA,2019,NA
99223,NA,https://osf.io/jktuq,Data/Code,related,2021-03-03,https://osf.io,NA,2021,NA
99214,NA,10.17632/kp9hbmxn47.1,Data,doi,2019-10-21,NA,10.17632,2019,bl.mendeley
99176,10.1101/797126,https://github.com/kskakaria/ldm_project,Data/Code,related,2019-10-08,https://github.com,NA,2019,NA
99107,NA,10.22002/D1.1288,Preprocessed Image Data,doi,2020-07-09,NA,10.22002,2020,caltech.data
98981,NA,10.17863/CAM.51754,Data,doi,2020-07-21,NA,10.17863,2020,bl.cam
98869,10.1242/jeb.203414,10.5061/dryad.k74670v,Data,related,2019-08,NA,10.5061,2019,dryad.dryad
98824,10.1021/acs.jpclett.9b01972,https://sid.erda.dk/public/archives/bfad8e9ca7cf171e6d225371b36c3372/published-archive.html,Data,related,2019-10-17,https://sid.erda.dk,NA,2019,NA
98799,10.7554/eLife.64988,https://github.com/de-Bivort-Lab/decathlon,Data/Code,related,2021-10-19,https://github.com,NA,2021,NA
98799,10.7554/eLife.64988,http://lab.debivort.org/structure-of-behavioral-variability,Data/Code,related,2021-10-19,http://lab.debivort.org,NA,2021,NA
98799,10.7554/eLife.64988,http://decathlon.debivort.org,Data/Code,related,2021-10-19,http://decathlon.debivort.org,NA,2021,NA
98799,10.7554/eLife.64988,https://zenodo.org/record/4081667,Data,doi,2021-10-19,https://zenodo.org,NA,2021,NA
98783,10.1038/s41587-019-0299-4,10.22002/D1.1303,Data and Code,doi,2020-01,NA,10.22002,2020,caltech.data
98774,NA,10.21985/N2F207,Data,doi,2020-03-03,NA,10.21985,2020,nu.arch
98655,NA,https://deepcell.org/data,Data,related,2021-01,https://deepcell.org,NA,2021,NA
98536,10.1101/762773,10.22002/d1.1276,Data,related,2019-09-09,NA,10.22002,2019,caltech.data
98385,10.1016/j.marpetgeo.2019.08.047,https://data.mendeley.com/datasets/gyckp5hdgp/1,Data,related,2020-01,https://data.mendeley.com,NA,2020,NA
98267,NA,https://github.com/pachterlab/poseidon,Data,related,2019-08-27,https://github.com,NA,2019,NA
98252,10.1073/pnas.1907869116,10.22002/D1.1241,Data,related,2019-09-10,NA,10.22002,2019,caltech.data
98067,NA,https://www.nxn.se/single-cell-studies/gui,Database,related,2020-11-28,https://www.nxn.se,NA,2020,NA
97704,NA,10.22002/D1.1154,Dataset and additional figures,doi,2019-02,NA,10.22002,2019,caltech.data
97594,10.1038/s41586-019-1673-6,ftp://ftp.gps.caltech.edu/pub/avouac/Cascadia_SSE_Nature/Data_for_Nature/,Data,related,2019-10-24,NA,NA,2019,NA
97593,10.1038/s41596-019-0239-2,https://github.com/GradinaruLab/dLight1,Data,related,2019-12,https://github.com,NA,2019,NA
97510,NA,10.6084/m9.figshare.8162132.v1,Data,related,2019-07-26,NA,10.6084,2019,figshare.ars
97441,NA,10.25989/es8t-kswe,Data,doi,2019-07-26,NA,10.25989,2019,caltech.hte
97441,NA,10.22002/D1.1256,Data,doi,2019-07-26,NA,10.22002,2019,caltech.data
97393,10.1101/lm.053602.122,https://osf.io/xqnpk,Data,related,2022-07,https://osf.io,NA,2022,NA
97288,10.1038/s41524-019-0213-0,10.22002/D1.1178,Data,related,2019-07-19,NA,10.22002,2019,caltech.data
97288,10.1038/s41524-019-0213-0,https://data.caltech.edu/records/1178,Data,related,2019-07-19,https://data.caltech.edu,NA,2019,NA
97288,10.1038/s41524-019-0213-0,10.22002/D1.1179,Data,related,2019-07-19,NA,10.22002,2019,caltech.data
97288,10.1038/s41524-019-0213-0,https://data.caltech.edu/records/1179,Data,related,2019-07-19,https://data.caltech.edu,NA,2019,NA
97174,10.1186/s13059-021-02286-2,https://datadryad.org/stash/dataset/doi:10.5061/dryad.8t8s248,Data,related,2021-03-08,https://datadryad.org,10.5061,2021,dryad.dryad
97174,10.1186/s13059-021-02286-2,https://linnarssonlab.org/osmFISH,Data,related,2021-03-08,https://linnarssonlab.org,NA,2021,NA
97174,10.1186/s13059-021-02286-2,https://www.starmapresources.com/data,Data,related,2021-03-08,https://www.starmapresources.com,NA,2021,NA
97174,10.1186/s13059-021-02286-2,https://www.10xgenomics.com/resources/datasets,Data,related,2021-03-08,https://www.10xgenomics.com,NA,2021,NA
97174,10.1186/s13059-021-02286-2,https://portals.broadinstitute.org/single_cell/study/slide-seq-study,Data,related,2021-03-08,https://portals.broadinstitute.org,NA,2021,NA
97174,10.1186/s13059-021-02286-2,http://www.cycif.org/data/,Data,related,2021-03-08,http://www.cycif.org,NA,2021,NA
97174,10.1186/s13059-021-02286-2,https://www.angelolab.com/mibi-data,Data,related,2021-03-08,https://www.angelolab.com,NA,2021,NA
97174,10.1186/s13059-021-02286-2,http://welikesharingdata.blob.core.windows.net/forshare/index.html,Data,related,2021-03-08,http://welikesharingdata.blob.core.windows.net,NA,2021,NA
97174,10.1186/s13059-021-02286-2,https://github.com/RubD/spatial-datasets,Data,related,2021-03-08,https://github.com,NA,2021,NA
96939,NA,https://neurovault.org/collections/DXZZFYSF/,Data,related,2020-06-19,https://neurovault.org,NA,2020,NA
96509,10.1029/2019GL082621,http://github.com/magnus-haw/whistler-pulses,Data files and analysis scripts,related,2019-07-16,http://github.com,NA,2019,NA
96253,10.1073/pnas.1903866116,10.5281/zenodo.2658119,Data,doi,2019-06-25,NA,10.5281,2019,cern.zenodo
95838,10.1029/2019GL082694,https://github.com/ydluo/qdyn,Data,related,2019-06-28,https://github.com,NA,2019,NA
95825,10.1073/pnas.1900278116,https://data.caltech.edu/records/1231,Data,related,2019-06-11,https://data.caltech.edu,NA,2019,NA
95763,10.1038/s41550-018-0684-9,https://archive.stsci.edu/kepler/,Data,related,2019-05,https://archive.stsci.edu,NA,2019,NA
95622,10.1073/pnas.1821661116,https://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=1669,Data,related,2019-06-04,https://daac.ornl.gov,NA,2019,NA
95549,NA,10.6084/m9.figshare.7940630,Data,doi,2019-05-17,NA,10.6084,2019,figshare.ars
95527,NA,https://www.github.com/rpgroup-pboc/mwc_mutants,Data,related,2019-05-15,https://www.github.com,NA,2019,NA
95527,NA,10.22002/D1.1241,Data,doi,2019-05-15,NA,10.22002,2019,caltech.data
95449,10.1103/physrevd.99.103004,https://github.com/dgerosa/spops,Data,related,2019-05-15,https://github.com,NA,2019,NA
95415,10.1038/s41467-019-10143-x,10.5281/zenodo.2628238,Data,related,2019-05-08,NA,10.5281,2019,cern.zenodo
95224,NA,https://github.com/govinda-kamath/clustering_on_transcript_compatibility_counts,Data,related,2016-05-26,https://github.com,NA,2016,NA
95223,NA,https://gdex.cr.usgs.gov/gdex/,USGS Global Data Explorer,related,2019-04-17,https://gdex.cr.usgs.gov,NA,2019,NA
95067,10.1038/s41565-021-00971-8,https://github.com/shapiro-lab/GV_cavitation.git,Data,related,2021-12,https://github.com,NA,2021,NA
95060,10.1029/2018jd029287,https://figshare.com/articles/A_Multi‐Year_Data_Set_on_Aerosol‐Cloud‐Precipitation‐Meteorology_Interactions_for_Marine_Stratocumulus_Clouds/5099983,Data,related,2018-12-27,https://figshare.com,NA,2018,NA
94977,10.1126/science.aaw6378,http://github.com/akandra/md_tian2/blob/master/src/pes_rebo_mod.f90,Data,related,2019-04-26,http://github.com,NA,2019,NA
94888,NA,https://dcc.ligo.org/P1800333/public,Data files for the figures,related,2019-04-20,https://dcc.ligo.org,NA,2019,NA
94701,NA,10.14291/tccon.archive/1348407,TCCON Data Archive,doi,2019-04-11,NA,10.14291,2019,caltech.library
94697,10.1073/pnas.1901979116,https://www.protabank.org/study_analysis/mnqBQFjF3,Data,related,2019-04-30,https://www.protabank.org,NA,2019,NA
94689,NA,https://github.com/GarciaLab/cpHMM/tree/master/multimodal_control_paper_sandbox/dat,Data,related,2020-01-14,https://github.com,NA,2020,NA
94588,10.1029/2019gl082491,http://sead-published.ncsa.illinois.edu/seadrepository/api/researchobjects/urn:uuid:5c37c889e4b0a8e144f6565f,Data,related,2019-04-28,http://sead-published.ncsa.illinois.edu,NA,2019,NA
94207,10.1038/s41597-019-0019-4,https://github.com/helgestein/materials-images-spectra,Data,related,2019-03-27,https://github.com,NA,2019,NA
94202,10.1007/978-3-030-01270-0_28,https://beerys.github.io/CaltechCameraTraps/,Dataset,related,2018-10-06,https://beerys.github.io,NA,2018,NA
94026,10.5194/amt-12-1513-2019,https://tccondata.org,Data,related,2019-03-11,https://tccondata.org,NA,2019,NA
93971,10.1038/s41562-019-0595-5,https://osf.io/c4qbr,Data and Code,related,2019-07,https://osf.io,NA,2019,NA
93743,NA,10.4231/MBPK-D277,Data,doi,2019-12-23,NA,10.4231,2019,purdue.purduelib
93638,10.1126/science.aav7932,10.5281/zenodo.2543765,Data,related,2019-03-08,NA,10.5281,2019,cern.zenodo
93608,NA,10.1594/PANGAEA.896810,Data,doi,2019-01,NA,10.1594,2019,pangaea.repository
93331,10.1186/s40850-018-0031-8,http://www.morphdbase.de/?S_Schmelzle_20180122-M-67.1,Morphological Data,related,2018-08-13,http://www.morphdbase.de,NA,2018,NA
93174,NA,10.5281/zenodo.2542265,Data,doi,2019-03-01,NA,10.5281,2019,cern.zenodo
92819,10.1093/database/baz007,http://geneontology.org,Database,related,2019-02-01,http://geneontology.org,NA,2019,NA
92718,10.3847/1538-4365/ab5b9d,http://ananke.hub.yt,Data,related,2020-01,http://ananke.hub.yt,NA,2020,NA
92669,NA,https://github.com/ezhan94/gen-MA-BC,Dataset,related,2018-03-20,https://github.com,NA,2018,NA
92566,10.1029/2018jd029134,https://figshare.com/articles/A_Multi-Year_Data_Set_on_Aerosol-Cloud-Precipitation-Meteorology_Interactions_for_Marine_Stratocumulus_Clouds/5099983,Data,related,2018-12-16,https://figshare.com,NA,2018,NA
92560,10.1029/2018je005707,https://data.mendeley.com/datasets/fwpf6t3bxn/1,Data,related,2018-12,https://data.mendeley.com,NA,2018,NA
92510,10.1038/s41586-019-1049-y,https://github.com/CaiGroup/seqFISH-PLUS,Data,related,2019-04-11,https://github.com,NA,2019,NA
92505,NA,10.17605/OSF.IO/PWUS7,Data,doi,2019-01-24,NA,10.17605,2019,cos.osf
92505,NA,https://neurovault.org/collections/XARLTMZQ,Data,related,2019-01-24,https://neurovault.org,NA,2019,NA
92505,NA,https://neurovault.org/collections/DDWMWXCU,Data,related,2019-01-24,https://neurovault.org,NA,2019,NA
92470,10.1016/j.cub.2018.12.039,https://osf.io/ahp5q,Data,related,2019-02-04,https://osf.io,NA,2019,NA
92244,NA,10.1371/journal.pone.0209279.s001,S1 Data,doi,2019-01-09,NA,10.1371,2019,Public Library of Science (PLoS)
92239,NA,10.22002/D1.1100,Dataset,doi,2019-01-10,NA,10.22002,2019,caltech.data
92107,NA,10.17632/2zrh9mnfc3.1,Data,doi,2019-05,NA,10.17632,2019,bl.mendeley
91968,10.1038/s41586-019-1447-1,https://data.caltech.edu/records/1160,Data,doi,2019-08-08,https://data.caltech.edu,NA,2019,NA
91890,10.1038/s41562-018-0527-9,https://osf.io/rve2p,Data,related,2019-03,https://osf.io,NA,2019,NA
91848,10.1021/acs.jpca.8b09745,https://sid.erda.dk/public/archives/4f4b98346d6b007ba44411c642b39fa1/published-archive.html,Data,related,2019-01-17,https://sid.erda.dk,NA,2019,NA
91845,10.1029/2018JB016674,10.7914/SN/CI,Data from the Caltech/USGS Southern California Seismic Network,related,2019-01,NA,10.7914,2019,iris.iris
91845,10.1029/2018JB016674,https://.doi.org/10.7909/C3WD3xH1,SCEDC (2013): Southern California Earthquake Center.  Caltech.Dataset.,related,2019-01,https://.doi.org,10.7909,2019,caltech.library
91660,NA,10.5061/dryad.kd1qt0p,Data,doi,2019-01-22,NA,10.5061,2019,dryad.dryad
91356,10.1038/s41592-018-0304-8,https://github.com/Baltimore-Lab/nat-methods-SABR-trogo,Data,related,2019-02,https://github.com,NA,2019,NA
91278,10.1101/467878,https://drive.google.com/open?id=1gkPbqGYKPGs7Rx1WNmubQW0dKyYE5YVR,Datasets,related,2018-11-16,https://drive.google.com,NA,2018,NA
90629,10.1029/2018gl079031,ftp://fluo.gps.caltech.edu/data/tropomi,TROPOMI SIF Data,other,2018-10-16,NA,NA,2018,NA
90598,NA,10.5281/zenodo.1421100,Seismometer Data,doi,2018-11-16,NA,10.5281,2018,cern.zenodo
90598,NA,10.6084/m9.figshare.6137507,Barometer Data,doi,2018-11-16,NA,10.6084,2018,figshare.ars
90556,10.1063/1.5054927,https://data.caltech.edu/records/305,Experimental Data,doi,2018-11,https://data.caltech.edu,NA,2018,NA
90527,10.1038/s41564-019-0427-4,https://pdbj.org/emnavi/quick.php?id=emdb-0566,Protein Data Bank Japan,related,2019-07,https://pdbj.org,NA,2019,NA
90525,NA,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE113937,Data sets,related,2019-01-10,https://www.ncbi.nlm.nih.gov,NA,2019,NA
90524,NA,10.22002/D1.1311,Data,doi,2020-01,NA,10.22002,2020,caltech.data
90520,NA,10.5061/dryad.8mb5r88,Data,doi,2018-11-28,NA,10.5061,2018,dryad.dryad
90489,NA,10.7272/Q6FB5136,Data,doi,2018-11,NA,10.7272,2018,cdl.ucsf
90480,10.1523/ENEURO.0483-18.2019,10.22002/D1.930,Data,doi,2019-03,NA,10.22002,2019,caltech.data
90480,10.1523/ENEURO.0483-18.2019,10.22002/D1.931,Data,doi,2019-03,NA,10.22002,2019,caltech.data
90459,10.1038/s41534-021-00416-z,https://github.com/pyscf/pyscf,Data,related,2021-05-27,https://github.com,NA,2021,NA
90438,NA,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE112072,Data,related,2019-10-16,https://www.ncbi.nlm.nih.gov,NA,2019,NA
90223,10.1016/j.cub.2019.03.004,10.17632/85wyz34nm6.1,Data,doi,2019-05-20,NA,10.17632,2019,bl.mendeley
90194,10.1371/currents.hd.a4e15b80c4915c828d39754942c6631f,https://figshare.com/s/584ca97ed838e5de3bde,Data,related,2018-07-26,https://figshare.com,NA,2018,NA
90151,NA,https://osf.io/m76ne/?view_only=584e0fc338ee40cd9be0c80e35b3e104,Data,related,2018-10-03,https://osf.io,NA,2018,NA
90089,10.1371/journal.pbio.1002158,10.6084/m9.figshare.1328060,Data,related,2015-06,NA,10.6084,2015,figshare.ars
90082,10.1073/pnas.1801049115,https://www.bco-dmo.org/dataset/683097,Dataset,related,2018-10-16,https://www.bco-dmo.org,NA,2018,NA
90008,NA,10.6084/m9.figshare.11837097,Data,doi,2020-11-17,NA,10.6084,2020,figshare.ars
89999,10.1038/s41467-019-13632-1,https://github.com/brain-machine-intelligence/task_complexity_2018,Data,related,2019-12-16,https://github.com,NA,2019,NA
89984,10.1126/sciadv.aas9593,https://github.com/cloudwilliam/Collins_et_al_Sci_Adv_2018,Data,related,2018-09,https://github.com,NA,2018,NA
89984,10.1126/sciadv.aas9593,https://bit.ly/2wQ46kE,Data,related,2018-09,https://bit.ly,NA,2018,NA
89965,NA,https://github.com/dspeth/bioinfo_scripts/tree/master/metagenome_screening,Data availability,related,2018-09-17,https://github.com,NA,2018,NA
89774,NA,10.17182/hepdata.81002,Research Data,doi,2018-08-10,NA,10.17182,2018,cern.hepdata
89297,10.1016/j.cub.2018.07.002,10.17632/gbj3fx9f58.1,Data and Software,doi,2018-09-10,NA,10.17632,2018,bl.mendeley
89047,10.1101/275156,https://bitbucket.org/qzhu/smfish-hmrf,Data Availability,related,2018-03-02,https://bitbucket.org,NA,2018,NA
88991,10.1073/pnas.1819316116,https://www.github.com/everthemore/krylov-cpp,Data,related,2019-05-07,https://www.github.com,NA,2019,NA
88991,10.1073/pnas.1819316116,https://data.caltech.edu/records/1089,Data,related,2019-05-07,https://data.caltech.edu,NA,2019,NA
88483,NA,10.5061/dryad.gj706,Data,doi,2018-05-11,NA,10.5061,2018,dryad.dryad
87799,10.1029/2018GL077996,http://resolver.caltech.edu/CaltechAUTHORS:20180520-171542198,Dataset,related,2018-08-28,http://resolver.caltech.edu,NA,2018,NA
87602,10.1177/0278364917751842,10.13012/B2IDB-9342111_V1,Dataset,related,2018-01-30,NA,10.13012,2018,illinois.databank
87508,NA,10.1371/journal.pone.0199586.s002,Dataset S1,doi,2018-06-25,NA,10.1371,2018,Public Library of Science (PLoS)
87504,NA,10.1371/journal.pbio.2004425.s006,Data S1,doi,2018-06,NA,10.1371,2018,Public Library of Science (PLoS)
87475,10.1073/pnas.1800547115,https://github.com/ccharpen/Info_seeking_PNAS,Data and Code,related,2018-07-31,https://github.com,NA,2018,NA
87337,10.1029/2017GC007260,10.22002/D1.321,"Data-reduction, modeling, and graphics-compilation code",related,2018-09,NA,10.22002,2018,caltech.data
87116,NA,10.6084/m9.figshare.7700072.v1,Data,doi,2019-08-07,NA,10.6084,2019,figshare.ars
86956,10.1037/xge0000418,https://osf.io/n45ky,Data,related,2018-08,https://osf.io,NA,2018,NA
86702,10.1029/2018MS001313,10.22002/D1.933,Data,related,2018-07,NA,10.22002,2018,caltech.data
86567,10.1002/2017EA000318,10.7488/ds/2303,Data,doi,2018-04,NA,10.7488,2018,bl.ed
86531,10.1073/pnas.1711842115,https://github.com/milo-lab/biomass_distribution,Data and code,author,2018-06-19,https://github.com,NA,2018,NA
86225,10.1098/rspb.2015.2893,http://rspb.royalsocietypublishing.org/highwire/filestream/69959/field_highwire_adjunct_files/0/rspb20152893supp1.docx,Data Supplement,pub,2016-02-10,http://rspb.royalsocietypublishing.org,NA,2016,NA
85546,10.1242/jeb.177550,10.5061/dryad.gj706,Data,related,2018-05,NA,10.5061,2018,dryad.dryad
85126,10.1038/sdata.2018.26,10.6084/m9.figshare.5099983,Data Citations,doi,2018-02-27,NA,10.6084,2018,figshare.ars
85039,10.1130/G39621.1,http://www.geosociety.org/datarepository/2018/2018136.pdf,Data,related,2018-05-01,http://www.geosociety.org,NA,2018,NA
84884,10.2337/db17-0788,http://diabetes.diabetesjournals.org/content/suppl/2018/02/05/db17-0788.DC1,Supplementary Data,pub,2018-05,http://diabetes.diabetesjournals.org,NA,2018,NA
84491,10.1017/psrm.2019.58,10.7910/DVN/1JBNDC,Dataset,doi,2021-07,NA,10.7910,2021,gdcc.harvard-dv
84489,NA,10.7910/DVN/S3HACJ,Data,doi,2022-01,NA,10.7910,2022,gdcc.harvard-dv
84431,NA,10.5281/zenodo.1133985,Data,doi,2018-01-04,NA,10.5281,2018,cern.zenodo
84052,10.1002/2017GL075965,https://issues.pangaea.de/browse/PDI-16486,Data,related,2018-01-16,https://issues.pangaea.de,NA,2018,NA
83811,10.1130/G39829.1,http://www.geosociety.org/datarepository/2018/2018030.pdf,GSA Data Repository item 2017030,related,2018-02,http://www.geosociety.org,NA,2018,NA
83782,10.7554/eLife.28975,http://datadryad.org/resource/doi:10.5061/dryad.q96g6,Data Sets,related,2017-11-02,http://datadryad.org,10.5061,2017,dryad.dryad
83453,10.1016/j.polymer.2017.11.055,https://ars.els-cdn.com/content/image/1-s2.0-S0032386117311254-mmc1.docx,Supplementary Data,pub,2018-01-03,https://ars.els-cdn.com,NA,2018,NA
83290,10.1785/0220170148,https://dcc.ligo.org/LIGO-P1700149/public,Data and Analysis,related,2018-01,https://dcc.ligo.org,NA,2018,NA
83143,10.1002/2017JC013281,10.5061/dryad.8j40q,Data,related,2017-12,NA,10.5061,2017,dryad.dryad
83078,NA,10.1371/journal.pone.0186822.s001,S1 File - Data,doi,2017-10-27,NA,10.1371,2017,Public Library of Science (PLoS)
82781,NA,10.1371/journal.pcbi.1005786.s001,Data S1,doi,2017-10-23,NA,10.1371,2017,Public Library of Science (PLoS)
82303,10.1016/j.quascirev.2017.07.016,https://data.mendeley.com/datasets/4z58c3w87k/2,Reseach Data,org,2017-09-15,https://data.mendeley.com,NA,2017,NA
82216,NA,http://datadryad.org/resource/doi:10.5061/dryad.m20kh,Data Sets,other,2017-09-25,http://datadryad.org,10.5061,2017,dryad.dryad
82180,10.5194/acp-17-11135-2017,https://www.atmos-chem-phys.net/17/11135/2017/acp-17-11135-2017-supplement.pdf,Supplemental Data,pub,2017-09-20,https://www.atmos-chem-phys.net,NA,2017,NA
81667,10.1038/NGEO3002,http://pds-geosciences.wustl.edu/missions/msl/sam.htm,Planetary Data System,related,2017-09,http://pds-geosciences.wustl.edu,NA,2017,NA
81666,10.1126/sciadv.1602557,http://advances.sciencemag.org/content/suppl/2017/03/20/3.3.e1602557.DC1,Supplemental Data,pub,2017-03-24,http://advances.sciencemag.org,NA,2017,NA
